+2.886561e+00 -5.670695e+00 +7.346008e+00 -6.379238e+00 +3.602468e+00 -9.751052e-03 -1.311643e+00 +6.286744e-01 +1.047287e+00 -1.448050e+00 -2.330216e-01 +2.075521e+00 -2.495174e+00 +2.549693e-01 +2.362071e+00 -4.109478e+00 +3.499249e+00 -1.689137e+00 +3.452162e-01 +2.802209e-01 +2.008149e+01 
+1.326163e+00 -6.159012e-01 -1.402523e+00 +3.445828e+00 -3.326385e+00 +3.547311e+00 -2.151311e+00 +1.676324e+00 -7.396668e-01 -1.234082e+00 +1.037797e+00 -1.231541e+00 +9.983414e-02 -2.806555e-01 +9.569042e-01 -3.841941e-01 -6.398620e-01 +1.778010e+00 -1.574301e+00 +7.384223e-01 -1.735099e+01 
+2.106919e-01 +1.589055e-01 +5.809745e-02 +2.273612e-02 +6.165423e-02 +9.973009e-02 +1.130823e-01 +1.260378e-01 +1.146832e-01 +4.599390e-02 -2.763459e-02 -2.713440e-02 +1.094423e-02 -1.429548e-02 -9.087591e-02 -1.067988e-01 -4.171911e-02 +1.102544e-03 -3.511417e-02 -8.912893e-02 +1.890724e-05 
+1.614577e+00 -1.139975e+00 +7.306564e-02 +7.661726e-01 -3.250251e-01 -9.809877e-02 +5.960820e-01 +2.882331e-01 -9.750623e-01 +5.949489e-02 +4.668715e-01 -2.983541e-01 -2.621328e-01 +2.619396e-01 +4.185765e-02 -2.759261e-01 -3.951767e-02 +6.739313e-01 -8.977898e-01 +4.834359e-01 -2.764884e-03 
+4.087024e+00 -2.748421e-01 -7.139489e+00 +9.630011e+00 -3.258218e+00 -4.677353e+00 +2.482195e+00 +6.556724e+00 -1.231820e+01 -2.782410e+00 +2.956406e+01 -3.822708e+01 +1.621616e+01 +1.372016e+01 -2.010662e+01 +3.229991e+00 +2.318486e+01 -3.413242e+01 +2.523442e+01 -8.781423e+00 -9.977491e+02 
+1.043393e+00 -1.036974e+00 -4.813747e-01 +2.121042e-01 +5.302212e-01 +4.635394e-01 +1.962946e-01 -1.027922e-02 +1.302524e-01 +4.927338e-01 +3.422299e-01 -6.998098e-01 -6.448875e-01 -2.414267e-02 +1.452305e-01 -1.275754e-01 +4.293405e-01 -2.709642e-01 -9.309498e-01 +1.501190e+00 +3.921902e-03 
+2.343682e+00 -2.725147e+00 +1.077861e+00 +1.840511e+00 -3.392188e+00 +2.988170e+00 -8.014567e-01 -2.094690e-01 +1.084712e-01 -3.740759e-01 +1.332374e+00 -2.715526e+00 +1.631929e+00 +1.216515e-01 -7.170351e-01 -4.519762e-01 +2.789051e+00 -3.465691e+00 +2.486609e+00 -8.940499e-01 -3.297699e-01 
+6.533366e-01 -3.162539e-01 -1.335753e-01 +3.398049e-01 +9.261810e-02 -2.776750e-01 +3.420163e-02 +5.322190e-01 +3.444079e-01 -1.499548e-01 -1.962451e-01 +7.743023e-03 -5.299380e-02 -2.475065e-01 -2.271592e-01 -1.562694e-01 -1.525743e-01 +7.191175e-02 +4.644349e-01 +3.737112e-01 -2.538398e-04 
+5.750971e-01 +1.101442e-01 -1.658303e-01 -4.684826e-02 +2.030941e-01 +2.253246e-01 +7.297310e-02 +2.820586e-02 +8.285449e-02 +3.360759e-02 -7.182890e-02 -3.299262e-02 +9.244619e-02 +6.708145e-02 -6.667757e-02 -5.004838e-02 +1.356814e-01 +2.687148e-01 +3.083993e-01 +3.755667e-01 +1.752740e-05 
+1.936192e+00 -1.770197e+00 +2.384097e-01 +5.158841e-01 -4.381172e-02 -1.917427e-01 +6.459659e-01 +2.013885e-02 +2.728058e-02 -1.451016e-01 +6.940707e-01 -5.934278e-01 -3.560180e-01 -4.113083e-01 -3.307896e-01 -6.342580e-02 +5.251722e-01 +5.938349e-01 +2.515881e-01 -4.477445e-01 +2.221242e-03 
