-9.8815372e-01 404 -1.0000000e+00 #Y^,t,Y
-7.7868010e-01 405 -1.0000000e+00 #Y^,t,Y
-8.8321630e-01 406 -1.0000000e+00 #Y^,t,Y
-8.8260125e-01 407 -1.0000000e+00 #Y^,t,Y
-9.3328858e-01 408 -1.0000000e+00 #Y^,t,Y
-7.6788026e-01 409 -1.0000000e+00 #Y^,t,Y
-8.5242329e-01 410 -1.0000000e+00 #Y^,t,Y
-4.1049391e-01 411 -1.0000000e+00 #Y^,t,Y
-9.5028019e-01 412 -1.0000000e+00 #Y^,t,Y
-1.0767350e-01 413 -1.0000000e+00 #Y^,t,Y
-8.9943571e-01 414 -1.0000000e+00 #Y^,t,Y
-6.7005826e-01 415 -1.0000000e+00 #Y^,t,Y
-9.5296729e-01 416 -1.0000000e+00 #Y^,t,Y
-6.9086617e-01 417 -1.0000000e+00 #Y^,t,Y
-3.3723650e-01 418 -1.0000000e+00 #Y^,t,Y
-6.4073982e-01 419 -1.0000000e+00 #Y^,t,Y
-6.9868005e-01 420 -1.0000000e+00 #Y^,t,Y
-9.8381647e-01 421 -1.0000000e+00 #Y^,t,Y
-6.1215595e-01 422 -1.0000000e+00 #Y^,t,Y
-9.8829031e-01 423 -1.0000000e+00 #Y^,t,Y
-9.3781851e-01 424 -1.0000000e+00 #Y^,t,Y
-5.2831783e-01 425 -1.0000000e+00 #Y^,t,Y
-7.2369205e-01 426 -1.0000000e+00 #Y^,t,Y
-8.3477290e-01 427 -1.0000000e+00 #Y^,t,Y
-9.1082408e-01 428 -1.0000000e+00 #Y^,t,Y
-7.8585202e-01 429 -1.0000000e+00 #Y^,t,Y
-1.1289067e-01 430 -1.0000000e+00 #Y^,t,Y
-7.9073110e-01 431 -1.0000000e+00 #Y^,t,Y
-9.1829151e-01 432 -1.0000000e+00 #Y^,t,Y
-5.3214781e-01 433 -1.0000000e+00 #Y^,t,Y
-7.7504741e-01 434 -1.0000000e+00 #Y^,t,Y
-1.0000000e+00 435 -1.0000000e+00 #Y^,t,Y
-7.6902835e-01 436 -1.0000000e+00 #Y^,t,Y
-5.2932295e-01 437 -1.0000000e+00 #Y^,t,Y
-9.1084360e-01 438 -1.0000000e+00 #Y^,t,Y
-2.2218409e-01 439 -1.0000000e+00 #Y^,t,Y
-4.2675233e-01 440 -1.0000000e+00 #Y^,t,Y
-6.8122556e-01 441 -1.0000000e+00 #Y^,t,Y
