-4.878962e-01 +1.783523e+00 +2.841043e+00 +6.659241e-01 -3.499748e+00 -5.319398e+00 -1.101614e+00 +4.960680e+00 +5.851772e+00 +9.505537e-01 -4.042001e+00 -4.449099e+00 -5.423746e-01 +2.304694e+00 +2.032232e+00 +1.116731e-01 -7.971605e-01 -4.397719e-01 +4.873174e-02 +7.980228e-02 -3.427139e+01 
-8.789276e-01 +1.430782e+00 +3.443429e+00 +2.213473e+00 -2.361649e+00 -7.083753e+00 -4.638908e+00 +3.784743e+00 +8.052865e+00 +4.861692e+00 -2.324779e+00 -6.835194e+00 -3.707230e+00 +2.022146e+00 +3.153256e+00 +1.398416e+00 -5.779804e-01 -1.259119e+00 -2.348943e-01 +4.412612e-01 -3.001061e+02 
+1.163929e-01 -1.018442e-01 +7.103230e-01 +4.705163e-01 +3.863199e-02 -4.654842e-01 +3.678794e-01 +2.332821e-02 -5.304506e-01 -1.003404e-01 +1.675092e-01 -4.709218e-01 +3.315320e-01 -6.700034e-02 -9.642319e-02 +3.863511e-01 +1.202017e-01 -6.485177e-02 -1.935535e-01 +2.936379e-02 -1.543693e-04 
-5.602642e-01 +1.633212e+00 +2.716082e+00 +9.389550e-01 -2.719041e+00 -4.827844e+00 -1.844454e+00 +3.517453e+00 +4.931338e+00 +1.685767e+00 -2.103745e+00 -3.325021e+00 -1.382605e+00 +9.767724e-01 +1.323336e+00 +4.119676e-01 -5.557157e-02 -1.815351e-01 -2.191793e-01 +1.767087e-02 -6.737463e+01 
-5.724342e-01 +1.723281e+00 +3.366631e+00 +1.248576e+00 -3.572350e+00 -6.846606e+00 -2.562844e+00 +5.505310e+00 +7.852917e+00 +2.236243e+00 -4.316785e+00 -5.725373e+00 -1.422016e+00 +2.568143e+00 +2.314123e+00 +1.529765e-01 -7.296407e-01 -3.239533e-01 +5.005015e-02 +5.814124e-02 -5.776833e+01 
+2.247205e-01 +8.438868e-01 +2.528283e-01 +2.489167e-01 -2.292050e-01 -2.741776e-01 +7.629163e-04 -3.222360e-01 -1.919969e-01 -2.018096e-01 +2.132188e-02 +1.995027e-01 -1.794762e-03 +8.817045e-02 +3.503909e-01 +2.918532e-01 -2.495905e-01 +5.396122e-02 -3.380068e-01 -1.334044e-01 +1.879084e-05 
-8.509339e-01 +1.388875e+00 +3.443533e+00 +2.256635e+00 -2.634596e+00 -6.953211e+00 -4.470923e+00 +3.513866e+00 +8.268935e+00 +5.363036e+00 -2.107641e+00 -6.688538e+00 -4.556486e+00 +8.045297e-01 +3.248127e+00 +2.196995e+00 +1.026288e-01 -8.974364e-01 -6.035307e-01 +2.282800e-02 -2.181604e+00 
-5.590875e-01 +1.877128e+00 +2.856668e+00 +4.568025e-01 -3.163696e+00 -4.657808e+00 -1.177668e+00 +4.064280e+00 +4.610948e+00 +6.221706e-01 -2.465915e+00 -2.555526e+00 -6.642126e-01 +1.060404e+00 +9.236772e-01 -1.207531e-01 -2.557805e-02 +1.167779e-01 -1.357535e-01 -4.780250e-02 -7.846080e+01 
+4.655934e-01 -9.848591e-02 +5.100743e-01 +2.480300e-01 -9.764494e-02 -4.329058e-01 +4.256963e-01 -3.804825e-01 -4.417988e-02 +1.491998e-01 +5.269791e-02 -9.525509e-02 +1.028193e-01 -1.284434e-01 -3.383540e-02 -1.459860e-01 +7.894798e-02 -1.253360e-01 +2.840600e-01 -2.611559e-02 -1.613178e-04 
-7.877134e-01 +1.467920e+00 +3.132919e+00 +1.641559e+00 -2.617925e+00 -5.757367e+00 -2.782681e+00 +3.866265e+00 +6.236994e+00 +2.248799e+00 -3.150122e+00 -4.745223e+00 -1.225213e+00 +2.421856e+00 +2.231167e+00 +6.154691e-02 -9.948583e-01 -7.149834e-01 +8.627119e-02 +3.772570e-01 +3.156355e+01 
