-3.86306494e-01	-7.39938140e-01	1.28159046e-01	8.56644660e-02	-1.94977432e-01	2.49076366e-01	-1.75219491e-01	9.09984037e-02	-2.04338804e-02	3.07835583e-02	-1.04966149e-01	8.59659985e-02	1.57550257e-02	-3.12657170e-02	-1.01918271e-02	7.69548938e-02	-1.07529826e-01	9.49444100e-02	-4.62465994e-02	6.66471990e-03
1.42681110e+00	-8.14697370e-02	-1.67200780e+00	-1.73879266e+00	-5.29754460e-01	4.17348742e-01	1.86011717e-01	8.56393352e-02	4.93950844e-01	4.28470105e-01	-9.26763043e-02	-1.34357899e-01	3.41821611e-02	-9.29213762e-02	3.73555049e-02	3.62930536e-01	3.41480255e-01	9.56677943e-02	-2.82240212e-01	-2.71558702e-01
1.78898823e+00	7.97786236e-01	-1.01968205e+00	-1.93225956e+00	-1.34139860e+00	-3.08955133e-01	-5.42948484e-01	-1.04713392e+00	-3.79509449e-01	5.64202070e-01	1.06409144e+00	1.12886941e+00	6.91784978e-01	3.83428037e-01	1.96084276e-01	-9.62771550e-02	-1.81793168e-01	-2.32792184e-01	-3.32789809e-01	-1.70167267e-01
2.22701597e+00	1.78838360e+00	-5.84975600e-01	-2.36852336e+00	-1.93136489e+00	-6.37940109e-01	-4.64404225e-01	-1.03384173e+00	-5.98065257e-01	5.33039749e-01	7.85651922e-01	3.15659940e-01	2.72647202e-01	8.08470666e-01	9.64620650e-01	3.27837080e-01	-4.41638321e-01	-4.98772860e-01	-1.58817872e-01	6.37630932e-03
2.14196396e+00	2.17150569e+00	4.31259334e-01	-1.41056716e+00	-1.73190618e+00	-1.10891426e+00	-8.81201088e-01	-1.42718148e+00	-1.36276066e+00	-7.15022504e-01	-8.53871629e-02	2.06166163e-01	4.40083951e-01	5.86877286e-01	5.06451964e-01	3.08978468e-01	2.61892140e-01	3.70909840e-01	3.13196957e-01	1.13680393e-01
1.85147893e+00	1.46029425e+00	-1.71266600e-01	-1.61396050e+00	-1.73156178e+00	-1.27688408e+00	-8.83195579e-01	-5.02627730e-01	2.33850241e-01	5.31582296e-01	2.96609104e-01	-2.97312830e-02	-1.37456223e-01	7.18753263e-02	3.63164067e-01	6.13596678e-01	4.74279910e-01	6.22734316e-02	-2.88405895e-01	-2.55227804e-01
1.83916676e+00	1.54341626e+00	2.49673262e-01	-1.21016943e+00	-1.86386538e+00	-1.86076283e+00	-1.57076001e+00	-4.91397768e-01	6.33244276e-01	8.88332188e-01	4.50144857e-01	-1.01587236e-01	-3.06238025e-01	-3.34432870e-01	-1.74514130e-01	2.47048989e-01	6.17295027e-01	4.77774411e-01	1.15714319e-01	-6.15445450e-02
2.16692758e+00	2.69084048e+00	1.74079311e+00	-3.48118484e-01	-2.51423907e+00	-3.99473453e+00	-4.20804834e+00	-2.50982285e+00	-2.23449487e-02	1.79380441e+00	2.22096324e+00	1.51021159e+00	4.83264714e-01	-4.49404806e-01	-7.75996983e-01	-2.39383325e-01	4.90118474e-01	6.99792862e-01	3.70905370e-01	1.97816975e-02
2.15199161e+00	2.71327400e+00	2.01279593e+00	2.63992727e-01	-1.92358756e+00	-3.79485393e+00	-4.43097067e+00	-3.23355103e+00	-9.58561599e-01	7.32753336e-01	1.61396050e+00	1.64223135e+00	1.01955116e+00	2.09053025e-01	-1.15163870e-01	1.03546761e-01	4.52326655e-01	4.52215910e-01	1.60327211e-01	7.17257857e-02
1.29962683e+00	8.46692502e-01	-8.97058994e-02	-9.53204155e-01	-1.23742068e+00	-1.07593620e+00	-6.57935500e-01	2.34532669e-01	6.16139472e-01	2.05129579e-01	2.49300804e-02	-6.14860766e-02	-2.20554963e-01	-1.84136018e-01	-7.59192044e-03	2.79159427e-01	2.93008387e-01	1.47672240e-02	-1.00436136e-01	-1.37887327e-02
