-9.9999991e-01 1 -1.0000000e+00 -9.9999991e-01 0.0000000e+00 20 0.0000000e+00 0.0000000e+00 0.0000000e+00 11 #Y^,t,Y,yr,var,c,v,k,b,nvar
-9.9999793e-01 2 -1.0000000e+00 -9.9999793e-01 0.0000000e+00 12 0.0000000e+00 0.0000000e+00 0.0000000e+00 47 #Y^,t,Y,yr,var,c,v,k,b,nvar
-9.9999837e-01 3 -1.0000000e+00 -9.9999837e-01 0.0000000e+00 33 0.0000000e+00 0.0000000e+00 0.0000000e+00 30 #Y^,t,Y,yr,var,c,v,k,b,nvar
-1.0000000e+00 4 -1.0000000e+00 -1.0000000e+00 0.0000000e+00 12 0.0000000e+00 0.0000000e+00 0.0000000e+00 47 #Y^,t,Y,yr,var,c,v,k,b,nvar
-9.9999643e-01 5 -1.0000000e+00 -9.9999643e-01 0.0000000e+00 3 0.0000000e+00 0.0000000e+00 0.0000000e+00 20 #Y^,t,Y,yr,var,c,v,k,b,nvar
-9.9999991e-01 6 -1.0000000e+00 -9.9999991e-01 0.0000000e+00 20 0.0000000e+00 0.0000000e+00 0.0000000e+00 11 #Y^,t,Y,yr,var,c,v,k,b,nvar
-9.9999943e-01 7 -1.0000000e+00 -9.9999943e-01 0.0000000e+00 39 0.0000000e+00 0.0000000e+00 0.0000000e+00 33 #Y^,t,Y,yr,var,c,v,k,b,nvar
-1.0000000e+00 8 -1.0000000e+00 -1.0000000e+00 0.0000000e+00 5 0.0000000e+00 0.0000000e+00 0.0000000e+00 21 #Y^,t,Y,yr,var,c,v,k,b,nvar
-1.0000000e+00 9 -1.0000000e+00 -1.0000000e+00 0.0000000e+00 7 0.0000000e+00 0.0000000e+00 0.0000000e+00 5 #Y^,t,Y,yr,var,c,v,k,b,nvar
-9.9999958e-01 10 -1.0000000e+00 -9.9999958e-01 0.0000000e+00 33 0.0000000e+00 0.0000000e+00 0.0000000e+00 30 #Y^,t,Y,yr,var,c,v,k,b,nvar
-7.7755767e-02 11 -1.0000000e+00 -7.7755767e-02 0.0000000e+00 3 0.0000000e+00 0.0000000e+00 0.0000000e+00 20 #Y^,t,Y,yr,var,c,v,k,b,nvar
-1.0000000e+00 12 -1.0000000e+00 -1.0000000e+00 0.0000000e+00 28 0.0000000e+00 0.0000000e+00 0.0000000e+00 18 #Y^,t,Y,yr,var,c,v,k,b,nvar
-9.9999807e-01 13 -1.0000000e+00 -9.9999807e-01 0.0000000e+00 12 0.0000000e+00 0.0000000e+00 0.0000000e+00 47 #Y^,t,Y,yr,var,c,v,k,b,nvar
-1.0000000e+00 14 -1.0000000e+00 -1.0000000e+00 0.0000000e+00 11 0.0000000e+00 0.0000000e+00 0.0000000e+00 13 #Y^,t,Y,yr,var,c,v,k,b,nvar
-9.9999302e-01 15 -1.0000000e+00 -9.9999302e-01 0.0000000e+00 26 0.0000000e+00 0.0000000e+00 0.0000000e+00 17 #Y^,t,Y,yr,var,c,v,k,b,nvar
-4.9753613e-01 16 -1.0000000e+00 -4.9753613e-01 0.0000000e+00 38 0.0000000e+00 0.0000000e+00 0.0000000e+00 13 #Y^,t,Y,yr,var,c,v,k,b,nvar
-9.6117687e-01 17 -1.0000000e+00 -9.6117687e-01 0.0000000e+00 33 0.0000000e+00 0.0000000e+00 0.0000000e+00 30 #Y^,t,Y,yr,var,c,v,k,b,nvar
-9.9999997e-01 18 -1.0000000e+00 -9.9999997e-01 0.0000000e+00 29 0.0000000e+00 0.0000000e+00 0.0000000e+00 19 #Y^,t,Y,yr,var,c,v,k,b,nvar
-1.0000000e+00 19 -1.0000000e+00 -1.0000000e+00 0.0000000e+00 26 0.0000000e+00 0.0000000e+00 0.0000000e+00 17 #Y^,t,Y,yr,var,c,v,k,b,nvar
-9.9999998e-01 20 -1.0000000e+00 -9.9999998e-01 0.0000000e+00 29 0.0000000e+00 0.0000000e+00 0.0000000e+00 19 #Y^,t,Y,yr,var,c,v,k,b,nvar
-1.0000000e+00 21 -1.0000000e+00 -1.0000000e+00 0.0000000e+00 28 0.0000000e+00 0.0000000e+00 0.0000000e+00 18 #Y^,t,Y,yr,var,c,v,k,b,nvar
-9.9999942e-01 22 -1.0000000e+00 -9.9999942e-01 0.0000000e+00 19 0.0000000e+00 0.0000000e+00 0.0000000e+00 17 #Y^,t,Y,yr,var,c,v,k,b,nvar
-1.0000000e+00 23 -1.0000000e+00 -1.0000000e+00 0.0000000e+00 22 0.0000000e+00 0.0000000e+00 0.0000000e+00 24 #Y^,t,Y,yr,var,c,v,k,b,nvar
-9.4584663e-01 24 -1.0000000e+00 -9.4584663e-01 0.0000000e+00 23 0.0000000e+00 0.0000000e+00 0.0000000e+00 25 #Y^,t,Y,yr,var,c,v,k,b,nvar
-9.9999999e-01 25 -1.0000000e+00 -9.9999999e-01 0.0000000e+00 17 0.0000000e+00 0.0000000e+00 0.0000000e+00 25 #Y^,t,Y,yr,var,c,v,k,b,nvar
-9.9999998e-01 26 -1.0000000e+00 -9.9999998e-01 0.0000000e+00 29 0.0000000e+00 0.0000000e+00 0.0000000e+00 19 #Y^,t,Y,yr,var,c,v,k,b,nvar
-1.0000000e+00 27 -1.0000000e+00 -1.0000000e+00 0.0000000e+00 34 0.0000000e+00 0.0000000e+00 0.0000000e+00 30 #Y^,t,Y,yr,var,c,v,k,b,nvar
-9.9999369e-01 28 -1.0000000e+00 -9.9999369e-01 0.0000000e+00 3 0.0000000e+00 0.0000000e+00 0.0000000e+00 20 #Y^,t,Y,yr,var,c,v,k,b,nvar
-1.0000000e+00 29 -1.0000000e+00 -1.0000000e+00 0.0000000e+00 13 0.0000000e+00 0.0000000e+00 0.0000000e+00 18 #Y^,t,Y,yr,var,c,v,k,b,nvar
-1.0000000e+00 30 -1.0000000e+00 -1.0000000e+00 0.0000000e+00 33 0.0000000e+00 0.0000000e+00 0.0000000e+00 30 #Y^,t,Y,yr,var,c,v,k,b,nvar
-9.9770370e-01 31 -1.0000000e+00 -9.9770370e-01 0.0000000e+00 1 0.0000000e+00 0.0000000e+00 0.0000000e+00 13 #Y^,t,Y,yr,var,c,v,k,b,nvar
-9.9998946e-01 32 -1.0000000e+00 -9.9998946e-01 0.0000000e+00 22 0.0000000e+00 0.0000000e+00 0.0000000e+00 24 #Y^,t,Y,yr,var,c,v,k,b,nvar
-9.9999999e-01 33 -1.0000000e+00 -9.9999999e-01 0.0000000e+00 13 0.0000000e+00 0.0000000e+00 0.0000000e+00 18 #Y^,t,Y,yr,var,c,v,k,b,nvar
-9.9999983e-01 34 -1.0000000e+00 -9.9999983e-01 0.0000000e+00 7 0.0000000e+00 0.0000000e+00 0.0000000e+00 5 #Y^,t,Y,yr,var,c,v,k,b,nvar
-9.9999964e-01 35 -1.0000000e+00 -9.9999964e-01 0.0000000e+00 37 0.0000000e+00 0.0000000e+00 0.0000000e+00 14 #Y^,t,Y,yr,var,c,v,k,b,nvar
-1.0000000e+00 36 -1.0000000e+00 -1.0000000e+00 0.0000000e+00 4 0.0000000e+00 0.0000000e+00 0.0000000e+00 6 #Y^,t,Y,yr,var,c,v,k,b,nvar
-9.9999921e-01 37 -1.0000000e+00 -9.9999921e-01 0.0000000e+00 38 0.0000000e+00 0.0000000e+00 0.0000000e+00 13 #Y^,t,Y,yr,var,c,v,k,b,nvar
-1.0000000e+00 38 -1.0000000e+00 -1.0000000e+00 0.0000000e+00 33 0.0000000e+00 0.0000000e+00 0.0000000e+00 30 #Y^,t,Y,yr,var,c,v,k,b,nvar
-1.0000000e+00 39 -1.0000000e+00 -1.0000000e+00 0.0000000e+00 23 0.0000000e+00 0.0000000e+00 0.0000000e+00 25 #Y^,t,Y,yr,var,c,v,k,b,nvar
