5.88837487e-04 -4.91878748e-01 1.75619542e-04 8.48689198e-01 2.88976589e-04 -5.33459010e-03 7.26372935e-04 1.87118948e-01 -2.13424748e-04 4.62485194e-01 6.64515304e-04 2.06931755e-01 2.88374615e+00
-3.59447487e-03 -8.16732526e-01 1.26264466e-03 1.15011632e+00 -2.18120730e-03 -2.97535509e-01 -2.14590225e-03 2.26851493e-01 1.24941568e-03 4.89154816e-01 -3.58692743e-03 3.14176828e-02 2.55125022e+00
-1.35604991e-02 -5.07434785e-01 3.75926145e-03 9.69069481e-01 -7.89901149e-03 -1.03850737e-02 -9.35844425e-03 2.69801736e-01 4.83222725e-03 4.74726826e-01 -1.39206294e-02 2.56410390e-01 2.51184797e+00
1.98245719e-02 -8.24489355e-01 -6.90818811e-03 1.15279067e+00 1.19584491e-02 -3.02202940e-01 1.19799525e-02 2.22118631e-01 -6.93440996e-03 4.91877764e-01 1.98052358e-02 2.36446373e-02 2.56159115e+00
1.34541141e-02 -5.26361763e-01 -3.81318899e-03 9.77312803e-01 7.79177761e-03 -2.14605145e-02 9.25941858e-03 2.59064168e-01 -4.90109995e-03 4.82957721e-01 1.38348239e-02 2.39269480e-01 2.54567528e+00
-2.57802419e-02 -8.40148389e-01 9.00476053e-03 1.15818787e+00 -1.55740017e-02 -3.11624438e-01 -1.55234681e-02 2.12563023e-01 9.00439732e-03 4.97374117e-01 -2.57449839e-02 7.95323681e-03 2.58234453e+00
-2.55903956e-02 -5.54912686e-01 7.59610580e-03 9.84254420e-01 -1.53066861e-02 -3.97860557e-02 -1.68587416e-02 2.40344644e-01 8.73718038e-03 4.89961267e-01 -2.59733517e-02 2.08931416e-01 2.59119844e+00
3.87216695e-02 -8.61635745e-01 -1.35062011e-02 1.16558921e+00 2.33586542e-02 -3.24547589e-01 2.33662799e-02 1.99442923e-01 -1.35468785e-02 5.04921913e-01 3.86734717e-02 -1.35827437e-02 2.61060476e+00
2.38415711e-02 -5.93692064e-01 -7.17414264e-03 9.99239206e-01 1.41422339e-02 -6.30000532e-02 1.57389063e-02 2.17423692e-01 -8.35773069e-03 5.04969478e-01 2.42557209e-02 1.71931937e-01 2.65656662e+00
-4.14058045e-02 -8.89295936e-01 1.44652557e-02 1.17510927e+00 -2.49935798e-02 -3.41177583e-01 -2.49255151e-02 1.82545319e-01 1.44787468e-02 5.14640272e-01 -4.13399413e-02 -4.13072705e-02 2.64658308e+00
-3.20607908e-02 -6.37133002e-01 9.63266566e-03 1.01052403e+00 -1.92365032e-02 -9.06829461e-02 -2.09486503e-02 1.89300880e-01 1.08914720e-02 5.16355395e-01 -3.24831866e-02 1.26700535e-01 2.72338557e+00
-3.19568603e-03 -1.13030672e+00 1.20525726e-03 1.54847872e+00 -2.02260609e-03 -8.12764347e-01 -1.88793568e-03 5.30006289e-01 1.12283789e-03 2.84428090e-01 -3.14785307e-03 -3.41014080e-02 2.04993963e+00
