7.999698e+00 5.224972e+00 4.503310e+01 3.131556e+01 1.580441e+02 1.187795e+02 4.642542e+01 3.628420e+01 1.047140e+01 5.427918e+00 6.486215e+00 2.981250e+00 3.718924e+00 1.239639e+00 5.163701e+00 2.049313e+00 1.381331e+01 5.322653e+00 5.994202e+01 2.544257e+01 1.055062e+02 4.900886e+01 7.975598e+01 4.942725e+01 1.025877e+02 6.472599e+01 1.169621e+02 5.097894e+01 4.997702e+01 2.099320e+01 3.008841e+01 1.666296e+01 5.039184e+01 2.273248e+01 5.704001e+01 2.184766e+01 3.475643e+01 1.190625e+01 2.281960e+01 7.138960e+00 1.621412e+01 5.614307e+00 5.628174e+00 1.756417e+00 1.792820e+00 1.059236e+00 -1
1.580449e+01 8.437986e+00 3.904537e+01 2.367039e+01 1.007470e+02 7.710541e+01 9.401323e+01 7.131244e+01 3.497307e+01 2.225743e+01 3.440160e+01 1.662203e+01 5.068223e+01 3.134723e+01 9.787522e+01 5.943265e+01 1.087914e+02 5.835655e+01 9.881738e+01 5.025384e+01 3.664079e+01 1.558388e+01 1.612322e+01 5.326445e+00 1.834206e+01 5.663765e+00 5.313788e+01 2.138268e+01 1.192194e+02 5.215965e+01 8.380875e+01 3.638646e+01 5.164045e+01 1.840098e+01 1.537752e+01 5.202285e+00 3.557119e+00 1.614458e+00 2.383646e+00 7.228614e-01 2.109500e+00 5.709795e-01 2.514585e-01 6.806242e-02 0.000000e+00 0.000000e+00 -1
6.096584e+00 3.885611e+00 1.588058e+01 1.119032e+01 5.535009e+01 4.229478e+01 1.108672e+02 8.542902e+01 9.383896e+01 5.839186e+01 4.909235e+01 3.062342e+01 6.433499e+01 3.688968e+01 1.266442e+02 6.375850e+01 9.888529e+01 4.366505e+01 4.306493e+01 1.926042e+01 1.574650e+01 6.342202e+00 7.118326e+00 3.307702e+00 4.199153e+00 1.865917e+00 8.631166e+00 2.646917e+00 1.932062e+01 7.572870e+00 3.826079e+01 1.720053e+01 1.116196e+02 4.723275e+01 9.998407e+01 4.045393e+01 4.005501e+01 1.576144e+01 1.266268e+01 3.893487e+00 3.115334e+00 8.432291e-01 8.708055e-01 2.357014e-01 1.676390e-01 4.537495e-02 -1
1.539013e+01 5.982486e+00 4.095099e+01 1.994833e+01 8.020041e+01 5.845061e+01 9.320799e+01 7.049029e+01 9.477294e+01 5.594315e+01 5.883741e+01 3.225130e+01 3.408761e+01 2.083534e+01 5.266114e+01 3.365224e+01 1.289030e+02 6.960035e+01 8.500111e+01 5.341909e+01 1.885365e+01 1.350116e+01 8.802743e+00 5.688355e+00 1.406602e+01 7.531584e+00 4.010985e+01 1.829222e+01 1.341277e+02 6.171881e+01 1.188955e+02 5.357809e+01 3.149160e+01 1.116492e+01 1.094675e+01 4.266264e+00 3.412167e+00 2.226875e+00 9.161805e-01 4.033404e-01 1.676390e-01 4.537495e-02 6.193470e-01 1.676390e-01 1.676390e-01 4.537495e-02 -1
7.863724e+00 5.248611e+00 2.505704e+01 1.567653e+01 7.822325e+01 5.189523e+01 9.421079e+01 6.247584e+01 4.677093e+01 3.661949e+01 2.987459e+01 2.424357e+01 5.857587e+01 4.550700e+01 8.531021e+01 5.446512e+01 6.597558e+01 3.426107e+01 4.693414e+01 2.038538e+01 3.012526e+01 1.153741e+01 2.893778e+01 1.121599e+01 5.215788e+01 2.133322e+01 8.459823e+01 3.399355e+01 9.806240e+01 4.204410e+01 1.105894e+02 4.659997e+01 1.038892e+02 4.805767e+01 5.567466e+01 2.509452e+01 1.779771e+01 7.782091e+00 4.640938e+00 3.211118e+00 1.106507e+00 5.325349e-01 7.031665e-01 1.903265e-01 1.676390e-01 4.537495e-02 -1
9.167337e+00 5.696375e+00 4.903638e+01 3.802222e+01 1.710422e+02 1.582077e+02 3.842885e+01 2.880715e+01 4.727599e+00 6.337471e+00 6.844168e-01 1.380653e+00 1.261382e+00 4.190975e-01 3.352780e-01 9.074989e-02 1.238694e+00 3.352780e-01 2.741460e-01 1.518819e-01 1.396410e+00 1.029618e+00 9.924856e+00 4.891591e+00 6.413020e+01 3.272153e+01 1.883370e+02 8.213139e+01 5.385969e+01 2.967835e+01 1.503530e+01 1.012430e+01 4.686881e+01 2.966340e+01 1.587737e+02 7.496669e+01 8.433355e+01 3.448290e+01 1.616026e+01 7.105846e+00 3.015757e+00 1.049313e+00 1.573972e+00 4.260279e-01 9.546251e-01 2.583889e-01 -1
1.543564e+01 1.503150e+01 5.676524e+01 5.335875e+01 1.370112e+02 1.331021e+02 5.551094e+01 4.574319e+01 1.141311e+01 6.722855e+00 4.147944e+00 1.278084e+00 2.696236e+00 7.297918e-01 3.432013e+00 9.289450e-01 1.373723e+00 3.718263e-01 2.774222e+00 9.062575e-01 2.228771e+00 1.984243e+00 1.914500e+01 1.156462e+01 1.345463e+02 7.584473e+01 1.053739e+02 7.859082e+01 2.548072e+01 2.800423e+01 1.103654e+01 1.473847e+01 4.746108e+01 4.714204e+01 1.794656e+02 1.090977e+02 3.857686e+01 2.394921e+01 4.370730e+00 3.185438e+00 1.703167e+00 1.190326e+00 1.903265e-01 1.291945e-01 0.000000e+00 0.000000e+00 -1
2.003705e+01 1.202188e+01 5.144100e+01 3.096140e+01 7.899573e+01 4.759022e+01 6.192108e+01 4.507892e+01 5.208841e+01 4.054449e+01 9.951301e+01 6.926232e+01 1.127318e+02 5.929797e+01 6.504728e+01 2.726026e+01 4.713345e+01 1.533402e+01 3.135010e+01 8.951620e+00 3.102773e+01 1.012021e+01 3.095777e+01 9.000788e+00 4.409016e+01 1.837699e+01 1.308887e+02 6.579206e+01 1.289637e+02 6.550405e+01 3.545600e+01 1.783957e+01 1.118938e+01 4.301716e+00 4.008827e+00 1.736722e+00 2.216007e+00 6.774864e-01 4.190975e-01 1.134374e-01 1.238694e+00 3.352780e-01 1.676390e-01 4.537495e-02 0.000000e+00 0.000000e+00 -1
1.214370e+01 9.980293e+00 4.857885e+01 4.060438e+01 1.162943e+02 1.014933e+02 6.018858e+01 4.142068e+01 2.762299e+01 1.632360e+01 4.673848e+01 2.205433e+01 9.314398e+01 3.622895e+01 8.601463e+01 3.539974e+01 2.960110e+01 1.462357e+01 2.788138e+01 1.555631e+01 7.957618e+01 4.616354e+01 1.106797e+02 5.906621e+01 5.680465e+01 3.201180e+01 3.411174e+01 2.307732e+01 9.667481e+01 5.383409e+01 1.424400e+02 7.205176e+01 3.074435e+01 1.703034e+01 2.474112e+01 7.892094e+00 9.936827e+00 2.767285e+00 1.709001e+00 4.625762e-01 1.322514e+00 3.579655e-01 1.676390e-01 4.537495e-02 0.000000e+00 0.000000e+00 -1
7.295737e+00 2.751528e+00 2.185789e+01 1.251472e+01 7.452781e+01 5.417047e+01 1.084730e+02 8.088831e+01 6.853538e+01 4.909168e+01 6.005924e+01 3.882227e+01 8.890014e+01 6.012349e+01 1.345711e+02 7.336997e+01 1.138029e+02 5.375325e+01 9.446759e+01 3.188754e+01 3.751554e+01 1.349029e+01 7.991973e+00 2.629264e+00 1.457542e+00 9.684858e-01 1.251459e+00 4.940903e-01 7.844029e+00 3.629264e+00 5.513807e+01 2.872532e+01 1.984650e+02 1.060925e+02 4.594161e+01 2.615843e+01 2.703015e+00 1.663771e+00 8.381951e-02 2.268747e-02 6.193470e-01 1.676390e-01 8.381951e-02 2.268747e-02 0.000000e+00 0.000000e+00 -1
