1.3293600e+00 1.9382176e-01 -4.0851910e-01 -3.8689588e-01 2.5476467e-02 3.1749669e-01 1.5319201e-01 -2.2497600e-01 -2.6688908e-01 2.8143042e-01 -1.3383263e-02
2.1366147e+00 -8.4503340e-01 -9.5618012e-01 -7.6934555e-02 5.7583450e-01 5.8816226e-01 9.1535718e-02 -4.9658384e-01 -6.0746681e-01 4.5722847e-01 3.7110196e-02
2.6382881e+00 -1.4281626e+00 -1.1849061e+00 8.0119965e-02 8.1997197e-01 7.0997703e-01 5.4995619e-02 -5.9256269e-01 -6.2893920e-01 4.9270124e-01 1.0403298e-02
1.5858253e+00 1.5031389e-01 -3.8049774e-01 -4.2405632e-01 -2.4892391e-01 -2.5799999e-02 1.3600566e-01 1.7241585e-01 7.0126067e-02 -1.0200891e-01 2.7291211e-02
1.4099199e+00 1.4283725e-01 -3.4147657e-01 -3.5046710e-01 -1.2208999e-01 1.3355853e-01 2.2875921e-01 6.4978999e-02 -2.0377210e-01 2.0406726e-02 1.7584002e-02
9.4658441e-01 2.3687646e-02 -3.3572940e-01 -2.7140179e-01 -6.0544992e-02 8.7792234e-02 1.0291724e-01 8.3918902e-03 -1.4669292e-01 -3.2593111e-01 2.3147202e-01
1.1787902e+00 2.5801054e-01 -1.4663963e-01 -2.3689873e-01 -1.6163132e-01 -3.0011912e-02 7.7416175e-02 1.0486376e-01 3.0415699e-02 -1.0620790e-01 2.7372934e-03
1.3488433e+00 2.4065840e-01 -2.2054989e-01 -2.9650876e-01 -1.8362820e-01 -3.0177478e-02 7.2374604e-02 1.0843641e-01 9.9458618e-02 -1.1403772e-01 -1.0179189e-02
5.7906914e-01 2.5801126e-01 -1.8055751e-03 -1.3660078e-01 -1.3034693e-01 -5.7799435e-02 -3.2140399e-02 -8.3342353e-02 -1.3507706e-01 -1.0965784e-01 2.1021398e-01
1.2828243e+00 3.6470854e-01 -1.3253169e-01 -3.1890733e-01 -2.8802811e-01 -1.3111109e-01 5.3807103e-02 1.6384436e-01 1.1553767e-01 -9.9357763e-02 -4.6404618e-03
1.0825450e+00 4.3965958e-01 9.8606590e-03 -2.2274946e-01 -2.7924665e-01 -1.9042214e-01 -8.3638948e-03 1.7493768e-01 2.0279103e-01 -1.7259713e-01 -2.1466277e-02
1.9706156e+00 -9.1791641e-01 -6.4225459e-01 2.4873854e-01 4.3125082e-01 8.0653549e-02 -2.0658445e-01 -2.3185001e-01 -8.3643263e-02 1.8292439e-01 1.2598754e-01
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.4236137e+00 1.5576944e-01 -4.4161759e-01 -3.7674835e-01 3.6778115e-02 2.5263875e-01 4.4669251e-02 -1.2582412e-01 3.8590906e-02 -3.0435346e-02 1.9482399e-03
1.6215837e+00 -5.4063297e-01 -5.4975373e-01 6.7525435e-02 2.6621298e-01 7.5532584e-02 -1.2398437e-01 -1.5817553e-01 -6.1828240e-02 6.0654319e-02 2.6133900e-01
2.0489547e+00 -4.1326090e-01 -8.1758156e-01 -4.6514450e-01 -3.0708330e-02 2.4378891e-01 3.2111218e-01 2.3755474e-01 5.0887788e-02 -1.6566778e-01 1.7978221e-02
1.0837215e+00 4.1643559e-01 1.4985154e-02 -1.9771298e-01 -2.7186247e-01 -2.2586689e-01 -5.6344865e-02 1.9770684e-01 3.0968401e-01 -2.3786351e-01 -1.9597194e-02
5.7973164e-01 1.8627945e-01 -8.6064523e-02 -1.7364259e-01 -1.1080441e-01 -4.3261408e-02 -8.3507033e-02 -1.7619687e-01 -1.8919711e-01 -7.3751676e-02 2.6292471e-01
1.4601823e+00 -1.8713679e-01 -5.4625311e-01 -2.0762403e-01 1.4605598e-01 2.2106932e-01 7.4902458e-02 -1.1751850e-01 -1.8707965e-01 2.5429181e-02 8.0966449e-02
1.3142218e+00 5.6785023e-02 -4.4173425e-01 -2.7943165e-01 1.0609631e-01 2.4705244e-01 4.5892630e-02 -2.1199334e-01 -2.0066912e-01 1.9323988e-01 4.5464866e-02
1.6835648e+00 -5.1842907e-02 -6.3298175e-01 -3.9874478e-01 1.1615978e-01 3.9307686e-01 2.1158012e-01 -2.1665729e-01 -3.7136734e-01 2.9936436e-01 -8.8983813e-03
1.0421009e+00 4.1125961e-01 6.3984266e-03 -2.0635520e-01 -2.5193051e-01 -1.5965213e-01 1.8955152e-02 1.8808533e-01 1.8810922e-01 -2.0022557e-01 -2.3801146e-02
1.5422307e+00 -1.6156239e-01 -5.9578309e-01 -2.2785552e-01 2.1260870e-01 2.8513456e-01 3.6332127e-02 -2.2872534e-01 -2.2657321e-01 1.9862841e-01 4.2914306e-02
1.4905090e+00 1.4887627e-01 -4.3669714e-01 -4.4351131e-01 -1.1301170e-01 2.4105405e-01 3.1154304e-01 -1.1294086e-03 -3.4160971e-01 1.2780974e-01 1.2153986e-03
1.6449100e+00 -2.0252466e-01 -6.9075281e-01 -1.6027940e-01 3.9396751e-01 3.1663893e-01 -1.3765524e-01 -3.7981527e-01 -1.5345873e-01 4.2718429e-01 -4.4009085e-02
2.4853693e+00 -1.2514420e+00 -1.0953841e+00 3.4975686e-02 7.2339291e-01 6.5560147e-01 7.8499628e-02 -5.3370145e-01 -6.1492287e-01 4.5956750e-01 4.1713898e-02
2.1436889e+00 -4.2837431e-01 -8.5301416e-01 -4.4322120e-01 1.0168046e-01 4.1593868e-01 3.4664248e-01 -5.2121818e-02 -4.1625532e-01 1.6988366e-01 6.6447288e-03
7.2544152e-01 4.1047395e-01 1.5354994e-01 -2.9092305e-02 -1.2215683e-01 -1.1806315e-01 -3.1051419e-02 8.1625226e-02 1.0058576e-01 -1.4589549e-01 -2.6442097e-02
7.5869360e-01 3.0257069e-01 -8.0275976e-02 -2.5291113e-01 -1.9468901e-01 -4.2211326e-02 5.0520099e-02 4.2022221e-02 -2.2077119e-02 -9.0142296e-02 1.3237636e-01
2.0503819e+00 -5.3124080e-01 -7.8258027e-01 -2.6055101e-01 2.3101216e-01 3.8554154e-01 1.9160059e-01 -1.7128408e-01 -3.5358331e-01 2.0415723e-01 1.1145634e-02
1.2318040e+00 2.9094143e-01 -2.2999869e-01 -3.4610088e-01 -1.4392683e-01 1.2825277e-01 1.6276019e-01 -3.0701953e-02 -6.9355739e-02 1.7169913e-02 -4.2668620e-03
7.8615527e-01 4.0757034e-01 1.0339556e-01 -1.0128113e-01 -1.8370489e-01 -1.3668957e-01 8.2796619e-03 1.5445650e-01 1.3403749e-01 -2.3530704e-01 5.7136583e-03
1.2257214e+00 4.6727578e-01 -3.0727363e-02 -2.9936486e-01 -3.6496621e-01 -2.5896387e-01 -3.4918868e-02 2.0475572e-01 2.6983309e-01 -1.6891394e-01 -4.9285558e-03
1.9515809e+00 -8.4880589e-01 -8.0798350e-01 6.7048835e-02 5.4323477e-01 4.1281648e-01 -4.2609202e-02 -4.4901834e-01 -4.4985990e-01 3.3192718e-01 7.8473945e-02
