6.0191604e-01 6.4267871e-01 6.9487747e-01 7.5759529e-01 8.2539813e-01 8.8690195e-01 9.2770198e-01 9.3804483e-01 9.1869630e-01 8.7900810e-01
1.8961946e-01 2.0991807e-01 2.2729717e-01 2.4479752e-01 2.6373077e-01 2.8356857e-01 3.0271321e-01 3.1914157e-01 3.3064552e-01 3.3475420e-01
2.6454460e-01 2.7732921e-01 2.8929227e-01 3.0249552e-01 3.1699650e-01 3.3202121e-01 3.4670919e-01 3.6039798e-01 3.7265663e-01 3.8322651e-01
3.3071613e-01 3.6525424e-01 3.9213298e-01 4.1240431e-01 4.2702151e-01 4.3670284e-01 4.4192427e-01 4.4299058e-01 4.4018425e-01 4.3402065e-01
6.4944989e-01 6.4016726e-01 6.3452624e-01 6.3279192e-01 6.3521715e-01 6.4197296e-01 6.5300753e-01 6.6785493e-01 6.8548403e-01 7.0436346e-01
1.0625995e-01 5.3633779e-02 3.3138980e-02 4.7665873e-02 8.9952189e-02 1.4727064e-01 2.0775016e-01 2.6374325e-01 3.1182101e-01 3.5132464e-01
3.6181958e-01 3.6824749e-01 3.7119397e-01 3.7080189e-01 3.6702612e-01 3.5965486e-01 3.4835585e-01 3.3276149e-01 3.1261703e-01 2.8801445e-01
5.5426629e-01 5.5210349e-01 5.5281513e-01 5.5677079e-01 5.6451131e-01 5.7670147e-01 5.9402843e-01 6.1702587e-01 6.4582343e-01 6.7986751e-01
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
6.1289237e-01 5.9464121e-01 5.7432489e-01 5.4983465e-01 5.1868988e-01 4.7813000e-01 4.2543699e-01 3.5866109e-01 2.7795324e-01 1.8755562e-01
4.1791318e-01 4.2347093e-01 4.2722382e-01 4.2912773e-01 4.2895668e-01 4.2631096e-01 4.2060566e-01 4.1105562e-01 3.9667344e-01 3.7630159e-01
7.5104996e-01 7.7414580e-01 7.9762270e-01 8.1615453e-01 8.2586544e-01 8.2550171e-01 8.1601628e-01 7.9955667e-01 7.7863562e-01 7.5551350e-01
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
4.8737278e-01 4.5096764e-01 4.0393088e-01 3.4563241e-01 2.7793448e-01 2.0644663e-01 1.4052341e-01 9.0916766e-02 6.5882808e-02 6.8200251e-02
8.5919058e-01 8.8438839e-01 9.1467482e-01 9.2860924e-01 9.1887696e-01 8.9312140e-01 8.5999682e-01 8.2378656e-01 7.8708099e-01 7.5287191e-01
8.4978675e-01 7.5558053e-01 6.8593166e-01 6.3599676e-01 6.0015933e-01 5.7411359e-01 5.5494265e-01 5.4070866e-01 5.3007263e-01 5.2202669e-01
4.9633702e-01 4.8560917e-01 4.7127101e-01 4.5200674e-01 4.2639562e-01 3.9310651e-01 3.5126036e-01 3.0102305e-01 2.4445896e-01 1.8645799e-01
2.9945673e-01 2.2364246e-01 1.4737965e-01 8.3225214e-02 4.4851340e-02 4.0546236e-02 6.8388861e-02 1.1785672e-01 1.7616875e-01 2.3355086e-01
1.2124120e-01 9.2151114e-02 8.5146607e-02 1.0019224e-01 1.3262692e-01 1.7537576e-01 2.2156890e-01 2.6614604e-01 3.0617880e-01 3.4042833e-01
2.8197390e-01 2.3474602e-01 1.8796909e-01 1.4784557e-01 1.2099146e-01 1.1212179e-01 1.2203030e-01 1.4737200e-01 1.8240686e-01 2.2131003e-01
3.6248267e-01 3.4573081e-01 3.2163620e-01 2.9109377e-01 2.5668043e-01 2.2270197e-01 1.9428042e-01 1.7555334e-01 1.6800948e-01 1.7029176e-01
4.3673619e-01 4.3817054e-01 4.3682801e-01 4.3228602e-01 4.2393616e-01 4.1100820e-01 3.9264002e-01 3.6802264e-01 3.3665600e-01 2.9874632e-01
2.6523040e-01 2.1863988e-01 1.7365219e-01 1.3796889e-01 1.1889743e-01 1.1981307e-01 1.3866779e-01 1.6969643e-01 2.0643420e-01 2.4380712e-01
4.0263371e-01 3.9313804e-01 3.7809390e-01 3.5708734e-01 3.3014656e-01 2.9809521e-01 2.6285076e-01 2.2744953e-01 1.9560261e-01 1.7086378e-01
7.5541403e-01 8.2132963e-01 8.7877347e-01 9.1681560e-01 9.2822084e-01 9.1307208e-01 8.7797980e-01 8.3207887e-01 7.8337410e-01 7.3718109e-01
7.1884961e-01 7.0457678e-01 6.9770172e-01 6.9241379e-01 6.8554234e-01 6.7612054e-01 6.6437444e-01 6.5095877e-01 6.3657299e-01 6.2183997e-01
3.5632445e-01 3.8163478e-01 4.0172317e-01 4.1752268e-01 4.2978311e-01 4.3907550e-01 4.4581196e-01 4.5027179e-01 4.5263245e-01 4.5300751e-01
4.3890740e-01 4.3504238e-01 4.2749406e-01 4.1554514e-01 3.9839162e-01 3.7528395e-01 3.4577095e-01 3.1006409e-01 2.6949160e-01 2.2690641e-01
2.8606936e-01 2.1421225e-01 1.4404480e-01 8.7377937e-02 5.5789003e-02 5.5126610e-02 8.2521772e-02 1.2860420e-01 1.8260498e-01 2.3621512e-01
3.2354157e-01 3.4630759e-01 3.5524302e-01 3.5968408e-01 3.6429966e-01 3.7075636e-01 3.7930345e-01 3.8970551e-01 4.0165388e-01 4.1487380e-01
5.1679681e-01 5.5499745e-01 6.0399503e-01 6.6457578e-01 7.3520222e-01 8.1057042e-01 8.8086353e-01 9.3327565e-01 9.5665554e-01 9.4712465e-01
4.2898390e-01 4.2505791e-01 4.1721674e-01 4.0477314e-01 3.8699201e-01 3.6325497e-01 3.3332905e-01 2.9774267e-01 2.5820842e-01 2.1791686e-01
5.1526442e-01 5.1878433e-01 5.2210609e-01 5.2568242e-01 5.3006642e-01 5.3594915e-01 5.4421785e-01 5.5602410e-01 5.7284891e-01 5.9654044e-01
1.0060253e-01 1.0321897e-01 1.2537587e-01 1.6073388e-01 2.0220413e-01 2.4417310e-01 2.8316786e-01 3.1753908e-01 3.4685141e-01 3.7134763e-01
4.5466151e-01 4.5702472e-01 4.5738628e-01 4.5545042e-01 4.5073872e-01 4.4257457e-01 4.3008603e-01 4.1224707e-01 3.8798632e-01 3.5640263e-01
1.0469402e-01 8.1739932e-02 8.3506082e-02 1.0718794e-01 1.4573416e-01 1.9123845e-01 2.3738494e-01 2.8023335e-01 3.1790358e-01 3.4989836e-01
2.9124442e-01 2.4765612e-01 2.0302895e-01 1.6290022e-01 1.3387592e-01 1.2147582e-01 1.2761797e-01 1.4963936e-01 1.8182201e-01 2.1810989e-01
4.3343949e-01 4.4544829e-01 4.5873222e-01 4.7468541e-01 4.9498818e-01 5.2159243e-01 5.5658781e-01 6.0184826e-01 6.5832525e-01 7.2489279e-01
6.0841398e-01 6.4966069e-01 6.9938297e-01 7.5509896e-01 8.1155555e-01 8.6099656e-01 8.9503567e-01 9.0776137e-01 8.9825650e-01 8.7066564e-01
6.6017562e-01 6.3072658e-01 6.0800389e-01 5.9087942e-01 5.7834510e-01 5.6962436e-01 5.6419815e-01 5.6180630e-01 5.6245179e-01 5.6641802e-01
-3.7954893e-02 4.9277670e-02 1.4223332e-01 2.2676542e-01 2.9723589e-01 3.5311855e-01 3.9616979e-01 4.2880321e-01 4.5335033e-01 4.7180490e-01
0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
1.0255250e+00 9.9712890e-01 9.3816880e-01 8.6325724e-01 7.8662391e-01 7.1783449e-01 6.6093778e-01 6.1616627e-01 5.8198610e-01 5.5643282e-01
1.9746262e-01 2.0855312e-01 2.2414999e-01 2.4253856e-01 2.6204414e-01 2.8128185e-01 2.9924218e-01 3.1525960e-01 3.2892731e-01 3.4000351e-01
5.1131097e-01 5.0966580e-01 5.0852974e-01 5.0776652e-01 5.0727501e-01 5.0696727e-01 5.0674776e-01 5.0649003e-01 5.0600769e-01 5.0501788e-01
7.8531159e-01 7.1898560e-01 6.7474443e-01 6.4285415e-01 6.1718048e-01 5.9545762e-01 5.7812642e-01 5.6745765e-01 5.6732494e-01 5.8350769e-01
3.6645610e-01 3.8052213e-01 3.9130144e-01 3.9890042e-01 4.0332853e-01 4.0447036e-01 4.0207584e-01 3.9577132e-01 3.8510051e-01 3.6960857e-01
3.3799130e-01 3.4543677e-01 3.5347806e-01 3.6266028e-01 3.7338222e-01 3.8619776e-01 4.0197943e-01 4.2198631e-01 4.4784573e-01 4.8140690e-01
7.4733284e-01 7.0570143e-01 6.7076104e-01 6.4213912e-01 6.1892499e-01 6.0008208e-01 5.8459507e-01 5.7148475e-01 5.5975974e-01 5.4833847e-01
6.4639117e-01 6.6181407e-01 6.8208529e-01 7.0676203e-01 7.3467006e-01 7.6369265e-01 7.9078196e-01 8.1239380e-01 8.2540352e-01 8.2818534e-01
